t,u
5.193333000000000510e+01,9.404458847855122983e+00
5.196391500000000008e+01,9.424100865006311167e+00
5.199450000000000216e+01,9.443822534094449495e+00
5.202508500000000424e+01,9.463618472858305708e+00
5.205566999999999922e+01,9.483482192607729289e+00
5.208625500000000130e+01,9.503431711363326428e+00
5.211684000000000339e+01,9.523459678105391291e+00
5.214742499999999836e+01,9.543566579935555794e+00
5.217801000000000045e+01,9.563765568075973889e+00
5.220859500000000253e+01,9.584032222876651019e+00
5.223918000000000461e+01,9.604383541181066519e+00
5.226976499999999959e+01,9.624818288833171920e+00
5.230035000000000167e+01,9.645321229088434478e+00
5.233093500000000375e+01,9.665904347693080823e+00
5.236151999999999873e+01,9.686558847554188389e+00
5.239210500000000081e+01,9.707261760424783503e+00
5.242269000000000290e+01,9.728039365523459381e+00
5.245327500000000498e+01,9.748879733764546529e+00
5.248385999999999996e+01,9.769772363334642051e+00
5.251444500000000204e+01,9.790715623977094495e+00
5.254503000000000412e+01,9.811715727117253039e+00
5.257561499999999910e+01,9.832912006310708719e+00
5.260620000000000118e+01,9.853987127130512391e+00
5.263678500000000327e+01,9.875090460645500556e+00
5.266737000000000535e+01,9.896240130636035914e+00
5.269795500000000033e+01,9.917420327845769989e+00
5.272854000000000241e+01,9.938626512685930336e+00
5.275912500000000449e+01,9.959877396182982068e+00
5.278970999999999947e+01,9.981144662163528025e+00
5.282029500000000155e+01,1.000245698162960473e+01
5.285088000000000363e+01,1.002380771731543696e+01
5.288146499999999861e+01,1.004503218065103098e+01
5.291205000000000069e+01,1.006646332226310570e+01
5.294263500000000278e+01,1.008795649147637974e+01
5.297322000000000486e+01,1.010948977227984891e+01
5.300380499999999984e+01,1.013109900218045922e+01
5.303439000000000192e+01,1.015275946593356338e+01
5.306497500000000400e+01,1.017449040749055733e+01
5.309555999999999898e+01,1.019630873152585515e+01
5.312614500000000106e+01,1.021818938970584867e+01
5.315673000000000314e+01,1.024014593952106189e+01
5.318731500000000523e+01,1.026219036685325392e+01
5.321790000000000020e+01,1.028432277742622780e+01
5.324848500000000229e+01,1.030653951610812236e+01
5.327907000000000437e+01,1.032884175400153914e+01
5.330965499999999935e+01,1.035122658697198084e+01
5.334024000000000143e+01,1.037369238455373832e+01
5.337082500000000351e+01,1.039624224919089635e+01
5.340140999999999849e+01,1.041887016060569948e+01
5.343199500000000057e+01,1.044156948132561347e+01
5.346258000000000266e+01,1.046431864656182853e+01
5.349316500000000474e+01,1.048713443251731725e+01
5.352374999999999972e+01,1.050998648044753381e+01
5.355433500000000180e+01,1.053289821858471598e+01
5.358492000000000388e+01,1.055582961515337281e+01
5.361550499999999886e+01,1.057894196631565720e+01
5.364609000000000094e+01,1.060190080390638911e+01
5.367667500000000302e+01,1.062484112531455338e+01
5.370726000000000511e+01,1.064778750438588162e+01
5.373784500000000008e+01,1.067070704440231133e+01
5.376843000000000217e+01,1.069360918847453590e+01
5.379901500000000425e+01,1.071648907999269262e+01
5.382959999999999923e+01,1.073935089821534739e+01
5.386018500000000131e+01,1.076222165117210494e+01
5.389077000000000339e+01,1.078514453493542113e+01
5.392135499999999837e+01,1.080811039423776698e+01
5.395194000000000045e+01,1.083101245328323792e+01
5.398252500000000254e+01,1.085424574225298144e+01
5.401311000000000462e+01,1.087764178255778802e+01
5.404369499999999960e+01,1.090127759303008048e+01
5.407428000000000168e+01,1.092496969814331287e+01
5.410486500000000376e+01,1.094907678536480411e+01
5.413544999999999874e+01,1.097338032123876594e+01
5.416603500000000082e+01,1.099767037965471772e+01
5.419662000000000290e+01,1.102216641220268301e+01
5.422720500000000499e+01,1.104678753882892117e+01
5.425778999999999996e+01,1.107105687585389653e+01
5.428837500000000205e+01,1.109505613754839537e+01
5.431896000000000413e+01,1.111871112858825228e+01
5.434954499999999911e+01,1.114224618488088403e+01
5.438013000000000119e+01,1.116545649116579675e+01
5.441071500000000327e+01,1.118895472371699640e+01
5.444130000000000535e+01,1.121279710339606517e+01
5.447188500000000033e+01,1.123745488606643406e+01
5.450247000000000241e+01,1.126321732117423124e+01
5.453305500000000450e+01,1.128994292007159750e+01
5.456363999999999947e+01,1.131698546700137875e+01
5.459422500000000156e+01,1.134303810893534248e+01
5.462481000000000364e+01,1.136653131924783722e+01
5.465539499999999862e+01,1.138679876591856832e+01
5.468598000000000070e+01,1.140676226360008272e+01
5.471656500000000278e+01,1.143834265199388156e+01
5.474715000000000487e+01,1.151086906049727254e+01
5.477773499999999984e+01,1.167039990754874346e+01
5.480832000000000193e+01,1.188106787097500039e+01
5.483890500000000401e+01,1.195110543346292964e+01
5.486948999999999899e+01,1.197608703299412092e+01
5.490007500000000107e+01,1.198582949191727565e+01
5.493066000000000315e+01,1.199049571344034604e+01
5.496124500000000523e+01,1.199323651198784191e+01
5.499183000000000021e+01,1.199495141516074170e+01
5.502241500000000229e+01,1.199607477455401394e+01
5.505300000000000438e+01,1.199685214792275723e+01
5.508358499999999935e+01,1.199741125927498864e+01
5.511417000000000144e+01,1.199782747197975219e+01
5.514475500000000352e+01,1.199814510271386325e+01
5.517533999999999850e+01,1.199839267980743251e+01
5.520592500000000058e+01,1.199858920839481868e+01
5.523651000000000266e+01,1.199874774112139164e+01
5.526709500000000475e+01,1.199887740176554551e+01
5.529767999999999972e+01,1.199898476541036629e+01
5.532826500000000181e+01,1.199907463011984632e+01
5.535885000000000389e+01,1.199915055961387544e+01
5.538943499999999887e+01,1.199921524028749431e+01
5.542002000000000095e+01,1.199927072918909232e+01
5.545060500000000303e+01,1.199931862029302465e+01
5.548119000000000511e+01,1.199936016292646102e+01
5.551177500000000009e+01,1.199939634817533829e+01
5.554236000000000217e+01,1.199942796672606171e+01
5.557294500000000426e+01,1.199945565699148808e+01
5.560352999999999923e+01,1.199947993542745195e+01
5.563411500000000132e+01,1.199950122250303686e+01
5.566470000000000340e+01,1.199951986145642557e+01
5.569528500000000548e+01,1.199953613198948688e+01
5.572587000000000046e+01,1.199955026091863886e+01
5.575645500000000254e+01,1.199956243077776996e+01
5.578704000000000462e+01,1.199957278516236236e+01
5.581762499999999960e+01,1.199958143364460561e+01
5.584821000000000168e+01,1.199958845408780839e+01
5.587879500000000377e+01,1.199959389444283708e+01
5.590937999999999874e+01,1.199959777270599659e+01
5.593996500000000083e+01,1.199960007568288312e+01
5.597055000000000291e+01,1.199960075606291987e+01
5.600113500000000499e+01,1.199959972736581726e+01
5.603171999999999997e+01,1.199959685621455563e+01
5.606230500000000205e+01,1.199959195064174011e+01
5.609289000000000414e+01,1.199958474287341481e+01
5.612347499999999911e+01,1.199957486350001190e+01
5.615406000000000120e+01,1.199956180275803064e+01
5.618464500000000328e+01,1.199954484964191437e+01
5.621523000000000536e+01,1.199952299553089219e+01
5.624581500000000034e+01,1.199949477309099954e+01
5.627640000000000242e+01,1.199945797673047210e+01
5.630698500000000450e+01,1.199940914563959815e+01
5.633756999999999948e+01,1.199934254395068578e+01
5.636815500000000156e+01,1.199924793368813702e+01
5.639874000000000365e+01,1.199910514006276863e+01
5.642932499999999862e+01,1.199886814886618325e+01
5.645991000000000071e+01,1.199840477734411159e+01
5.649049500000000279e+01,1.199712188342922481e+01
